Company,Date,Predict Return,Predict Return,Predict Return,Predict Return,Predict Return,Predict Return,Predict Return,Predict Return,Predict Return,Predict Return
NYSE:AGI,2018.0,-0.17204179,-0.17327286,0.007812917,0.33741015,0.040438488,-0.13899969,-0.117686756,-0.2076417,0.078256965,0.1785921
LSE:CEY,2018.0,-1.1073626,-0.2512552,-0.15305844,-0.35209936,-0.27320608,-0.15533417,-0.4881047,-0.71048313,-0.24832538,-0.3031294
NYSE:HL,2018.0,0.12285019,-0.47250184,0.04368031,-0.11646213,-0.6487143,0.11955074,0.31846273,-0.06322479,-0.114760496,-0.53017014
NYSE:BVN,2018.0,-0.48235655,0.015781369,-0.03607297,0.8020773,-0.12581614,-0.14120129,-0.14940535,0.5286592,-0.1438364,0.14308508
NYSE:AU,2018.0,-0.6537368,-0.17454767,-0.24131036,-0.02084002,-0.17497353,-0.5008234,-0.31608188,-0.60571957,-0.18106095,0.09219591
NYSE:DRD,2018.0,0.18859924,0.0548748,-0.355583,-0.13274609,0.16139281,0.014710453,0.0008907318,-0.20856771,0.8114036,0.021386616
NYSE:FSM,2018.0,-0.36614615,0.7858686,0.0725568,-0.42002392,-0.31030852,0.08624087,-0.19177805,0.74034506,0.19561155,-0.33914253
TSX:AYA,2018.0,0.35079142,-0.407215,-0.29056978,-0.25999156,-0.08022162,-0.57634556,-0.53037864,0.068954445,0.18226944,0.58689606
NYSE:CGAU,2018.0,-0.6545377,-0.09737164,0.0176384,-0.017599814,0.33245945,0.018312406,-0.09416939,-0.8101588,-0.11184093,-0.10100999
TSX:VGCX,2018.0,3.7310317,3.4221306,3.9788795,3.9675841,3.7080655,4.433537,3.7243888,3.996244,3.5142207,4.5235605
NYSE:WPM,2018.0,0.32406408,-0.043573737,-0.094951354,-0.3287127,-0.28820625,0.15482341,-0.1635083,-0.12914976,-0.69135463,-0.54937625
TSX:WDO,2018.0,0.9871466,0.6028831,1.527342,1.4309915,1.0632676,2.3061514,0.9057058,0.56233853,1.7221857,0.4400862
ASX:SLR,2017.0,-0.08035402,0.44483307,-0.014140346,1.193167,0.55155766,-0.86984277,0.35690123,0.4553066,0.14239928,0.950563
TSX:EDV,2017.0,-0.38349018,-0.07265775,0.05749929,0.02047611,0.38313764,-0.08560097,0.23755704,-0.2511706,0.13432708,0.47028816
NYSE:IAG,2017.0,-0.03181369,-0.11046205,-0.10654847,-0.23014429,0.23855062,-0.0010520105,0.71462184,-0.55933803,-0.16386612,-0.13809673
NYSE:EGO,2017.0,-0.21162112,0.023973841,0.07425752,-0.058516484,-0.07565759,-0.2707618,-0.17227595,0.061211035,-0.18433312,-0.06518966
AMEX:BTG,2017.0,-0.0414761,-0.5762753,-0.295863,-0.22046474,-0.07800418,0.2776826,0.41712642,0.97825587,-0.093524456,0.023262754
NYSE:CDE,2017.0,-0.10356003,-0.16998857,0.09220833,-0.20501325,0.09238526,-0.24045222,-0.028874174,-0.38794124,0.060281817,0.009082862
TSX:GGD,2017.0,-0.13957691,0.08281261,0.4112866,0.19441205,0.033923548,0.30185845,-0.23167188,-0.3835898,-1.0058306,0.017577043
NAS:SSRM,2017.0,-0.4444193,-0.35708782,-0.52407,-0.20123069,-0.59263545,-0.6470315,-0.296624,-0.58907026,-0.04731606,-0.20153397
NYSE:GOLD,2017.0,0.8055691,0.109600745,-0.12064113,0.15795492,0.080095686,-0.07892273,0.15334556,0.15609232,0.1923541,0.1737949
NYSE:NEM,2017.0,-0.04985066,-0.081712164,0.10987902,0.25107265,0.25428173,0.014041207,-0.036841586,0.037543163,0.017832473,0.10012259
TSX:OGC,2017.0,0.23996635,2.7972538,0.70523113,0.6027844,0.8487605,1.428405,0.4725346,1.3799928,1.2035464,0.58845866
NYSE:AUY,2017.0,0.60318077,1.8364384,1.1329923,0.86674553,0.5421339,1.8998485,0.8562399,1.416134,1.5293806,1.7093817
ASX:RMS,2017.0,-0.88650066,-0.8492247,-3.575275,-0.17381144,-0.5623766,-0.5119611,-3.0314047,-1.0536556,-2.7424,-3.5541952
ASX:GOR,2017.0,0.14020836,-0.026001634,-2.002352,-0.0021189172,0.16235518,0.022406243,0.3868396,0.7610231,0.5268798,-0.47966316
ASX:PRU,2017.0,0.6807459,-0.11882538,-0.4803487,-0.13523847,-0.79237694,-0.115422264,-0.12795088,-0.02354037,-0.1930028,0.102332816
NYSE:GFI,2017.0,0.6310784,0.042094342,0.51528,0.039829798,0.27727637,0.8570326,-0.083452374,0.16367716,0.3578381,0.24357244
ASX:NCM,2017.0,0.0013833791,-0.07007789,0.1929262,0.010734344,1.1121249,-0.100971915,-0.25589973,-0.014459802,0.3172111,-0.0058777044
NAS:PAAS,2017.0,-0.35823116,0.14330646,0.14315088,0.13970616,-0.18022987,-0.6041189,-0.20004481,-0.0888868,-0.287036,-0.3219884
NYSE:AEM,2017.0,-0.9113913,-0.8078574,-0.20549563,-0.54334736,0.18750577,-0.9907876,0.16065164,0.16094804,-0.2463588,0.1607924
NYSE:SAND,2017.0,0.48094508,-0.6714941,0.23875132,0.1721814,0.022047894,0.31882262,0.4759557,-0.16000897,0.09522082,-0.15753073
NYSE:EXK,2017.0,0.084515646,-0.21899305,0.49499118,0.42082116,-0.38427058,0.80507183,0.23475851,0.8798421,0.7463179,0.8573415
HKSE:02899,2017.0,-0.82753485,-0.85270256,-0.4513646,-0.09444241,-0.98521185,-0.73139864,-0.97441006,-0.64769846,-1.345516,-0.06706824
NYSE:HMY,2017.0,-0.31566006,-0.39606267,1.4197524,-0.33938205,-0.10829803,0.038636833,0.29529202,0.10634217,-0.2813614,0.540553
ASX:NST,2017.0,0.64396006,-0.76337487,0.28430322,0.43043303,-0.74889404,0.22633852,0.6901722,-0.79382414,0.13989182,0.08808185
NYSE:FNV,2017.0,0.54628444,0.5260795,0.66566604,0.18015067,0.46438292,0.6024674,0.34642053,0.2810167,0.7070871,0.7933559
AMEX:NGD,2017.0,0.02620215,0.47984275,-0.03910629,0.078268535,-0.5454305,-0.15464815,-0.18363075,0.007945469,0.22941,-0.08187108
TSX:TXG,2017.0,-0.11485603,0.61982644,0.09689303,-0.055198446,0.46758738,0.49403322,-0.038497522,0.6373644,0.43454966,-0.15034686
NYSE:KGC,2017.0,-0.24447666,-0.1864091,0.19015588,0.014095656,-0.16136685,-0.7143604,-0.36106995,-0.1804543,-0.54591954,0.16465896
HKSE:01818,2017.0,0.55922496,-0.18917578,0.200064,0.3022393,0.520956,0.90232116,0.2928691,0.26563665,0.5233296,0.21447508
TSX:DPM,2017.0,-0.43975335,-0.20726371,0.0012228861,-0.36714324,0.08682688,-0.11341146,-0.06418696,-0.052716535,0.086875625,-0.34883586
ASX:RRL,2017.0,-0.27534845,0.14766593,-0.32000148,0.37646163,0.37449843,0.079841815,-0.022580843,-0.044228435,0.0031403,-0.10286061
TSX:KNT,2017.0,0.9695016,0.34922194,0.37339205,0.12286248,0.5081135,-1.0110029,0.20687291,0.8909656,-0.5970929,0.0037802206
TSX:AR,2017.0,0.6679827,-0.13615566,-0.4820174,-0.4500563,0.27745682,0.24356382,-0.19414394,-0.13648723,-0.26444027,-0.42635852
NAS:RGLD,2017.0,0.07160388,0.7181555,0.09640206,0.059597086,0.143929,0.096724935,0.13620341,-3.7998116,0.10184781,-11.657306
ASX:EVN,2017.0,2.289427,1.2884659,1.9320773,0.7447419,1.5816658,0.5151922,0.23326838,0.67958844,1.043267,0.67991865
NYSE:AGI,2017.0,-0.12701692,-0.17736042,-0.0010301158,0.009184144,0.25902957,-0.30645767,0.20246315,0.008526099,-0.08202872,-0.20314787
LSE:CEY,2017.0,0.40767568,-0.5144713,0.31616044,0.70690215,0.67433006,0.35146338,0.9568511,0.42991227,0.65518314,-0.11583421
NYSE:HL,2017.0,-2.7783773,-0.14152375,-0.14575623,0.13288711,-1.015236,-0.64345133,-1.4624128,-0.06571739,-0.120829634,0.13388482
NYSE:BVN,2017.0,-0.41371742,-0.137884,-0.1353095,-0.26406854,0.10387824,-0.22291169,-0.21015246,0.16387846,0.42608917,0.07592808
NYSE:AU,2017.0,0.08499183,0.40284184,0.16196637,-0.22553179,-0.21765845,0.35115165,-0.043133613,0.1702903,0.046226397,-0.09984801
NYSE:DRD,2017.0,-0.1605692,0.078358024,-0.42413032,-0.030129196,-0.017410282,-0.05453226,-0.1662867,0.28554899,-0.033238113,-0.03318262
NYSE:FSM,2017.0,-0.23709351,-0.8985825,-0.06217089,-0.2216081,0.33843765,-0.48467666,-0.7319768,0.47258878,0.38114533,0.43578765
TSX:AYA,2017.0,-0.43270496,-0.37739822,-0.09902788,0.012206048,-0.6906713,-0.48865333,-0.5734659,-0.031513743,-0.5639854,0.060228437
NYSE:CGAU,2017.0,-0.44663355,-0.35653135,0.13335824,-0.32447404,-0.41668627,-0.38506848,-0.12161606,-0.3949074,-0.14829415,-0.10874057
TSX:VGCX,2017.0,-0.91693217,-0.6622607,-0.037696682,-0.8021966,-0.6263859,-0.8813705,-1.6832297,-0.09136038,-0.30148864,0.9625091
NYSE:WPM,2017.0,-0.12841028,-0.09426731,-0.20767608,-0.08698321,-0.052503463,-0.17338221,-0.13798334,-0.008910594,0.03081065,-0.108588256
TSX:WDO,2017.0,0.64012665,1.2911152,0.88494134,1.3718808,0.354434,0.75833154,-0.6340221,0.5574666,0.62926674,0.051482353
